Designator,Mid X,Mid Y,Rotation,Layer
R76,102.09,16.04,270.0,top
R77,20.94,18.7,0.0,top
R78,18.45,9.07,0.0,top
R79,71.59,53.12,90.0,bottom
R8,111.05,44.86,0.0,top
R80,117.106,44.37,0.0,top
R81,128.83,45.93,0.0,top
R82,116.576,42.608,0.0,top
R83,129.12,48.28,90.0,top
R84,63.39,43.61,180.0,top
R85,64.02,45.96,90.0,top
R86,69.99,48.42,0.0,top
R87,69.99,50.07,0.0,top
R88,2.34,43.79,90.0,top
R89,2.23,49.13,0.0,top
R9,75.178,90.886,180.0,top
R90,12.25,44.02,90.0,top
R91,12.25,46.98,90.0,top
R92,126.03336,33.632401,0.0,top
R93,9.64,85.26,270.0,top
R94,54.64,10.89,0.0,bottom
R95,54.57968,9.23494,0.0,bottom
R96,49.53,7.72,0.0,bottom
R97,58.85196,7.12674,0.0,bottom
R98,56.47,3.34,90.0,bottom
R99,52.96,3.41,90.0,bottom
RADIUS/DISPERSION1,92.92,9.17,0.0,bottom
RADIUS1,99.3794,22.77,180.0,bottom
SPHERE1,105.01,34.5106,270.0,bottom
SW1,65.34,104.63,180.0,bottom
SW2,65.39,67.71,180.0,bottom
SWD_1,65.00892,109.92308,90.0,top
TRANSPOSE/CHORD1,8.4498,103.0287,0.0,bottom
TRANSPOSE1,7.49,87.4206,270.0,bottom
U1,29.39812,36.79648,180.0,top
U10,73.68,6.65,270.0,top
U11,73.42,32.75,90.0,top
U12,50.1,18.95,90.0,top
U13,80.6,18.95,270.0,top
U14,109.9212,63.26328,180.0,top
U15,81.86852,77.9669,90.0,top
U16,93.41,63.26328,180.0,top
U17,31.218,77.442,90.0,top
U18,54.8,63.26328,180.0,top
U19,38.02,63.26328,180.0,top
U2,58.42,32.75,180.0,top
U20,21.78,63.26328,180.0,top
U21,76.9,63.26328,180.0,top
U23,41.81872,75.17842,270.0,top
U24,122.22336,34.902401,270.0,top
U3,29.92,106.53,270.0,top
U4,101.12,106.53,270.0,top
U5,41.42,47.04,270.0,top
U6,104.14,47.04,270.0,top
U7,56.505,85.788,270.0,top
U8,75.46102,96.13088,270.0,top
U9,57.17,6.75,270.0,top
V1,89.46404,83.64678,270.0,top
V2,24.9328,82.76032,0.0,top
VOCTCH1,109.3706,62.14,0.0,bottom
VOCTCH2,92.8606,62.14,0.0,bottom
VOCTCH3,76.3506,62.14,0.0,bottom
VOCTCH4,54.2506,62.14,0.0,bottom
VOCTCH5,37.7406,62.14,0.0,bottom
VOCTCH6,21.2306,62.14,0.0,bottom
VR4,83.97256,93.2683,270.0,top
WTSPREAD1,16.0006,22.77,0.0,bottom
X1,41.47,83.55,180.0,top
